domain,url,ct_timestamp,label,n_bk_dom,n_blog_dom,n_forum_dom,ptile95_contain_hp,mean_contain_hp,med_contain_hp,ptile95_contain_num,r_contain_num_dom,n_contain_hp_num_url,n_contain_hp_num_dom,r_contain_hp_num_url,r_contain_hp_num_dom,n_follow_url,n_nofollow_url,r_follow_url,r_external_domain_to_domain,dom_to_page_url_med,dom_to_page_url_95ptil,dom_to_page_dom_med,dom_to_page_dom_95ptil,link_to_page_url_med,link_to_page_url_95ptil,link_to_page_dom_med,link_to_page_dom_95ptil,page_to_dom_url_med,page_to_dom_url_95ptil,page_to_dom_dom_med,page_to_dom_dom_95ptil,page_to_link_url_med,page_to_link_url_95ptil,page_to_link_dom_med,page_to_link_dom_95ptil,create_date_month,wm_start_date_month,n_rec_total,n_rec_normal,n_num_change,jcd_nl_mode,max_num_days,min_num_days,r_rec_normal,pds_html_con_rep_ratio_mean,pds_html_txt_rep_ratio_mean,pds_html_txt_mjr_sum_mean,pds_html_txt_mjr_rep_mean,pds_html_con_mjr_sum_mean,pds_html_con_mjr_rep_mean,pds_vp_mjr_sum_mean,pds_vp_mjr_rep_mean,pds_fp_mjr_sum_mean,pds_fp_mjr_rep_mean,pds_vp_loc_w_sum_mean,pds_vp_size_w_pct_mean,pds_fp_loc_w_sum_mean,pds_fp_size_w_pct_mean,pds_vp_area_ratio_mean,pds_fp_area_rfp_mean,pds_fp_area_rvp_mean,pds_html_con_mjr_ps_max_ratio,pds_html_con_mjr_ps_en,pds_vp_mjr_ps_max_ratio,pds_vp_mjr_ps_en,pds_fp_mjr_ps_max_ratio,pds_fp_mjr_ps_en,pds_head_sum_mean,pds_title_sum_mean
jackstvandhifi.com,https://jackstvandhifi.com,2020_05_20_09_35_30_887,0,1,0,0,2.0,2.0,2.0,4.0,1.0,0,0,0.0,0.0,0,1,0.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,201907,202002,1,1,0,0.0,248,0,1.0,0.4,0.375,2.0,1.5,3.0,2.0,0.5,0.0,1.5,1.0,0.1908,0.4546,0.3351,0.5,0.0018,0.0014,0.0092,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0
www.cellairis.com,https://www.cellairis.com,2020_05_20_06_52_59_48,0,948,27,16,3.0,1.6124,1.0,4.0,0.2052,0,0,0.0,0.0,2952,2048,0.5904,0.3249,0.0,1.05,0.0,2.0,4.0,38.0,2.5,38.625,17.0,1082.0,1082.0,1082.0,27.0,1288.0,1287.0,1287.5,200508,200701,448,321,0,1.0,5035,4974,0.7165,0.2736,0.0665,1.5758,0.1515,2.8283,1.404,0.0808,0.0303,1.5354,0.0909,0.0186,0.0442,0.3283,0.4835,0.0004,0.0008,0.0079,0.0,3.4808,0.0,0.3856,0.0,3.5576,0.0,0.0
www.nononsensepcrepair.com,http://www.nononsensepcrepair.com,2020_05_20_02_32_12_915,0,25,1,0,4.5,2.1818,2.0,13.0,0.7273,6,6,0.3333,0.5455,34,60,0.3617,0.12,0.0,0.0,0.0,0.8,16.5,1702.45,7.0,213.2,19.0,103.35,7.0,102.4,23.0,143.0,9.0,136.0,201801,200806,64,48,0,0.5,4499,3793,0.75,0.0694,0.0417,1.0833,0.0833,1.4167,0.4167,1.0,0.0,1.25,0.1667,0.4831,1.0,0.2659,0.9577,0.0021,0.0012,0.0033,0.9167,0.4138,1.0,0.0,0.75,1.2075,0.3333,0.0
www.poindextersolutions.com,http://www.poindextersolutions.com,2020_05_20_02_36_43_515,0,28,2,0,18.0,3.25,1.0,8.25,0.8125,8,8,0.32,0.5,140,24,0.8537,0.2857000000000000,0.0,1.85,0.0,6.55,4.0,106.0,5.0,2750.225,4.0,26.95,12.5,286.65,4.0,44.9,14.75,322.65,201411,201412,61,26,1,1.0,1549,582,0.4262,0.6667,0.6667,3.0,2.0,3.0,2.0,0.0,0.0,1.0,0.5,0.0,0.0,0.1671,0.2371,0.0,0.0004,0.0018,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0
www.soundcomputers.net,http://www.soundcomputers.net,2020_05_20_12_28_27_638,0,9,0,0,10.65,4.5,2.5,1.85,1.0,3,3,0.75,0.75,4,6,0.4,0.0,0.0,0.0,0.0,0.0,5.5,17.75,8.0,18.0,1.0,472.8,1.0,513.6,2.0,600.8,2.0,649.6,200809,200907,162,156,0,1.0,4122,3877,0.963,0.7461,0.0704,1.2062,0.1753,4.2371,3.2474,1.0,0.0,0.9175,0.0103,0.1104,0.131,0.096,0.1496,0.0009,0.0005,0.001,0.8247,0.9812,0.9794,0.1655,0.5155,2.127,1.1443,0.0515
www.norlinacomputers.com,http://www.norlinacomputers.com,2020_05_20_02_37_43_967,0,2,0,2,1.95,1.5,1.5,0.0,0.0,0,0,0.0,0.0,7,0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,44.0,10.25,14.075,4.0,7.0,4.0,4.9,10.0,13.7,7.5,10.65,201212,200210,25,19,0,1.0,2678,2017,0.76,0.1,0.1,0.4,0.2,0.4,0.2,0.6,0.2,0.6,0.2,0.2393,0.2062,0.2406,0.1126,0.0006,0.0007,0.0006,0.0,0.7219,0.0,1.371,0.0,1.371,0.0,0.0
www.stevensmx.com,http://www.stevensmx.com,2020_05_20_05_42_21_9,0,5,0,0,2.85,1.75,1.5,1.85,0.5,0,0,0.0,0.0,6,1,0.8571,0.0,0.0,0.0,0.0,0.0,2.0,26.0,2.5,29.0,15.0,61.1,15.0,47.6,19.0,69.1,19.0,56.2,200504,200812,308,288,0,1.0,1238,1010,0.9351,0.5389,0.5139,2.1667,1.1667,2.4167,1.4167,1.0,0.0,1.1667,0.0,0.0246,0.8946,0.0398,1.0,0.0048,0.0013,0.0062,0.8333,0.8167,1.0,0.0,0.8333,0.8167,0.5,0.0
www.servicesolutions.us,http://www.servicesolutions.us,2020_05_20_14_24_55_195,0,46,2,0,32.2,7.7143,2.0,8.75,0.7143,10,9,0.6667,0.6429,156,152,0.5065,0.1739,0.0,1.0,0.0,1.0,5.0,1208.0,4.5,33.75,11.0,21.65,9.0,68.375,20.0,36.65,11.25,84.125,201201,201206,34,22,0,0.5,3057,2887,0.6471,0.8485,0.7923,4.9684,3.9789,6.9474,5.9579,1.0105,0.0211,1.3263,0.3368,0.0213,0.9743,0.1535,0.9213,0.0032,0.001,0.0036,0.9684,0.2312,0.8211,0.9375,0.6526,0.9997,0.0,0.0
www.redrockstech.com,http://www.redrockstech.com,2020_05_20_05_48_40_63,0,10,0,0,1.75,1.1667,1.0,57.0,1.0,0,0,0.0,0.0,8,6,0.5714,0.0999999999999999,0.0,0.35,0.0,0.55,8.5,202.55,15.0,289.15,15.0,399.95,12.5,128.05,21.0,479.15,15.5,157.95,200408,200501,78,67,0,1.0,5762,5514,0.8590000000000000,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0612,0.1022,0.0576,0.1,0.0003,0.0006,0.0008,0.0,0.7219,0.0,0.7219,0.0,0.9219,0.0,0.0
www.rcgweb.com,http://www.rcgweb.com,2020_05_20_00_41_45_587,0,99,2,0,3.5,1.598,1.0,27.0,0.6667,33,22,0.375,0.4314,822,279,0.7466,0.0807999999999999,0.0,0.0,0.0,0.55,8.0,50.0,4.0,44.05,4.0,42.0,8.5,62.2,5.0,77.0,12.0,78.3,199605,199612,161,149,2,1.0,3170,2362,0.9255,0.486,0.3411,2.0465,1.1163,3.0,2.0698,1.0698,0.1395,1.4884,0.5581,0.0858,0.924,0.0979,0.9105,0.0054,0.002,0.0069,0.7209,1.0806,0.7907,0.9323,0.4651,1.7241,0.0233,0.0
www.starcomputers.com,http://www.starcomputers.com,2020_05_20_02_36_07_405,0,31,0,0,1.5,1.0909,1.0,7.5,0.7273,5,5,0.4167,0.4545,34,12,0.7391,0.0645,0.0,0.0,0.0,0.5,6.0,70.75,6.0,309.5,7.0,35.25,9.0,110.5,9.0,57.75,9.0,154.25,199706,199911,193,180,1,0.0,1416,246,0.9326,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.05,0.0,0.0202,0.0491,0.0232,0.03,0.0002,0.0001,0.0001,0.0,0.2864,0.0,0.2864,0.0,0.2864,0.0,0.0
www.techcavalry.com,http://www.techcavalry.com,2020_05_20_05_29_01_942,0,43,3,0,3.0,1.3030000000000000,1.0,10.0,0.6061,3,2,0.0577,0.0606,47,32,0.5949,0.1395000000000000,0.0,1.0,0.0,0.95,5.0,249.1,5.0,69.9,16.0,33.2,16.0,32.7,21.0,59.1,19.0,54.9,200202,200204,117,95,0,1.0,2760,2113,0.812,0.0077,0.0077,1.0462,0.0154,1.0462,0.0154,0.0769,0.0,0.0769,0.0,0.0291,0.0269,0.0159,0.0308,0.0001,0.0001,0.0001,0.9077,0.6212,0.0,0.4258,0.0,0.4258,0.0,0.0
advanced-tech.net,https://advanced-tech.net,2020_05_20_02_36_43_522,0,8,0,0,2.0,1.4,1.0,4.8,0.2,0,0,0.0,0.0,3,7,0.3,0.25,0.0,8.75,0.0,9.25,6.5,201.0,6.5,153.0,13.0,286.25,13.0,191.075,23.0,297.95,23.0,200.325,201807,199910,73,67,0,0.0,3725,1746,0.9178,0.5119,0.5119,2.0714,1.0714,2.0714,1.0714,1.0714,0.0,0.9286,0.0,0.0488,0.9924,0.0234,0.8873,0.0024,0.0007,0.0021,0.9286,0.3712,0.7857,0.9464,0.9286,0.3712,0.0,0.0
www.rmcsnet.com,http://rmcsnet.com,2020_05_20_00_29_34_271,0,63,3,1,2.2,1.3243,1.0,9.2,0.6757,29,23,0.537,0.6216,119,100,0.5434,0.0951999999999999,0.0,0.0,0.0,1.0,58.0,66.0,4.0,50.25,5.0,25.1,5.0,31.8,6.0,44.1,6.0,64.9,199808,200102,268,250,0,1.0,4905,4448,0.9328,0.3825,0.3394,2.0412,1.0515,2.3196,1.3299,0.9794,0.0206,2.1443,1.1546,0.0312,0.9036,0.3075,0.9592,0.0052,0.002,0.0069,0.3814,2.3953,0.5155,1.393,0.3814,2.1515,0.2784,0.0
www.winonacomputers.com,http://www.winonacomputers.com,2020_05_20_15_08_55_836,0,14,0,0,3.0,1.4167,1.0,5.7,0.75,9,7,0.45,0.5833,17,8,0.68,0.0,0.0,0.0,0.0,0.0,7.0,30.6,6.0,40.8,3.0,87.2,3.5,51.65,5.0,114.8,4.5,87.35,199806,199910,320,292,0,0.5,7686,7620,0.9125,0.2381,0.2381,1.4286,0.7143,1.4286,0.7143,0.7143,0.0,1.4286,0.7143,0.0846,0.6949,0.2381,0.3873,0.0022,0.0017,0.0045,0.7143,0.8631,0.7143,0.8631,0.7143,0.8631,0.0,0.0
www.supertek.net,http://www.supertek.net,2020_05_20_07_47_21_391,0,16,0,0,2.8,1.8,2.0,7.8,0.6,1,1,0.1667,0.2,11,12,0.4783,0.125,0.0,0.9,0.0,1.25,6.0,16.5,5.0,42.5,9.0,22.2,8.0,41.75,11.0,56.0,10.0,77.75,199707,200102,112,100,0,0.0,6344,835,0.8929,0.0,0.0,1.6667,0.0,1.6667,0.0,1.3333,0.0,0.3333,0.0,0.3099,0.8889,0.0352,0.3333,0.004,0.0006,0.0014,0.6667,0.9183,0.6667,0.9183,0.0,0.9183,0.0,0.0
www.pc911inc.com,http://www.pc911inc.com,2020_05_20_01_02_17_358,0,12,0,0,3.0,2.0,2.0,14.2,1.0,5,3,0.4167,0.3333,23,25,0.4792,0.1667000000000000,0.0,0.0,0.0,0.45,3.0,46.9,5.5,30.8,27.0,378.0,6.0,68.1,41.5,451.0,7.0,98.1,200612,200612,40,32,1,1.0,3878,663,0.8,0.5083,0.025,1.05,0.05,2.05,1.05,1.05,0.05,1.05,0.05,0.16,0.95,0.1675,0.9443,0.0041,0.0021,0.0035,0.95,0.2864,0.9,0.569,0.95,0.2864,0.0,0.0
www.primotechs.com,http://www.primotechs.com,2020_05_20_07_35_47_934,0,11,2,0,1.8,1.2,1.0,72.4,0.8,1,1,0.0588,0.2,210,3,0.9859,0.4545,0.0,2.4,0.0,0.0,4.0,103.8,3.0,12.0,8.0,14.0,12.0,71.5,13.0,19.0,17.0,172.5,201007,201101,24,15,0,1.0,2484,2183,0.625,0.1009,0.0921,1.1842,0.1842,1.2368,0.2368,0.0526,0.0,0.1316,0.0,0.0225,0.0526,0.042,0.0983,0.0002,0.0001,0.0004,0.8158,0.8482,0.0,0.2975,0.0,0.5618,0.0526,0.0
www.thepcdoctors.net,http://www.thepcdoctors.net,2020_05_20_15_13_24_456,0,4,0,0,2.9,2.0,2.0,2.8,0.6667,2,2,0.5,0.6667,1,4,0.2,0.0,0.0,0.0,0.0,0.0,10.0,23.6,12.0,14.425,5.0,20.2,4.0,21.15,5.0,53.0,4.0,56.0,200807,200305,108,88,1,1.0,5561,794,0.8148,0.8562,0.7808,4.6154,3.6154,7.0769,6.0769,1.4615,0.0,0.7692,0.3077,0.2804,0.5901,0.1515,0.4438,0.0046,0.001,0.003,0.4615,1.4605,0.4615,2.0458,0.0,1.4196,0.4615,0.0
www.thinknts.com,http://www.thinknts.com,2020_05_20_20_15_29_822,0,115,5,0,5.0,3.5851,1.0,5.7,0.6383,0,0,0.0,0.0,275,145,0.6548,0.2522,0.0,2.0,0.0,2.0,3.0,60.55,3.5,113.9,12.5,48.05,9.0,100.1,20.5,87.15,14.0,143.5,200603,201003,44,21,0,1.0,3887,3041,0.4773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
www.visionaryaz.com,http://www.visionaryaz.com,2020_05_20_14_35_35_705,0,102,17,0,4.4,4.6233,1.0,4.7,0.4521,38,24,0.3193,0.3288,73,216,0.2526,0.1765,0.0,2.6,0.0,5.95,3.0,49.0,5.0,62.95,21.0,116.0,5.0,77.125,26.0,457.2,7.0,104.425,200707,200908,47,26,0,1.0,4073,3459,0.5532,0.3811,0.3739,2.2917,1.3125,2.3646,1.3854,1.0417,0.0625,1.2292,0.1667,0.0736,0.7102,0.0819999999999999,0.7457,0.0019,0.0006,0.0027,0.6354,1.6316,0.9167,0.522,0.4896,2.4719,0.0312,0.0
www.reedsburgcomputerguy.com,http://www.reedsburgcomputerguy.com,2020_05_20_05_52_27_72,0,21,1,0,4.2,1.9,1.5,77.5,0.6,9,6,0.6429,0.6,105,12,0.8974,0.2381,0.0,1.0,0.0,1.0,5.0,244.0,4.0,69.0,11.0,29.6,4.0,101.0,23.0,61.0,9.0,129.0,200402,200404,83,78,0,1.0,1618,952,0.9398,0.8326,0.7333,3.8571,2.8571,6.7143,5.7143,1.2857,0.2857,1.4286,0.4286,0.213,0.6882,0.3597,0.2782,0.0023,0.0009,0.002,0.5714,1.6645,0.8571,0.5917,0.5714,0.9852,3.0,0.1429
techconnectncllc.com,https://techconnectncllc.com,2020_05_20_05_55_13_706,0,230,5,0,2.0,1.4706,1.0,0.0,0.0327,1,1,0.0056,0.0065,1215,32,0.9743,0.0477999999999999,0.0,0.0,0.0,0.0,6.0,18.0,7.0,315.5,9.0,17.0,8.5,12.0,11.0,19.0,10.5,16.55,201704,201808,3,1,0,1.0,797,0,0.3333,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
www.wizxpress.com,https://www.wizxpress.com,2020_05_20_19_40_22_31,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,3,0.25,0.0,0.0,0.0,0.0,0.0,1.0,13.75,1.0,13.75,4.5,5.0,4.5,5.0,6.0,8.55,6.0,8.55,201409,201502,49,22,0,0.0,1292,793,0.449,0.0068,0.0051,0.9592,0.0102,0.9694,0.0204,0.0102,0.0,0.0102,0.0,0.0025,0.0102,0.003,0.0102,0.0,0.0,0.0001,0.9388,0.3721,0.0,0.0821,0.0,0.0821,0.0,0.0
www.twacomm.com,http://www.twacomm.com,2020_05_20_17_31_20_81,0,693,3,5,2.0,2.6282,1.0,1.0,0.0947,36,21,0.0467,0.0485,4599,401,0.9198,0.3045,0.0,1.0,0.0,1.0,3.0,40.05,2.5,28.6,3.0,1083.0,1083.0,1083.0,12.0,1264.0,1263.0,1264.0,199702,199805,1012,942,5,1.0,4369,71,0.9308,0.6276,0.4983,2.0,1.0,2.7857,1.7755,1.0204,0.0204,1.2551,0.2245,0.0152,0.9669,0.0387,0.9891,0.0022,0.0031,0.0083,0.7653,0.8467,0.9796,0.1437,0.7449,1.0142,0.7755,0.0
www.htd.net,https://www.htd.net,2020_05_20_13_02_53_64,0,82,4,0,3.85,1.625,1.0,12.4,0.5909,27,12,0.2432,0.2727,600,322,0.6508,0.2927,0.0,1.0,0.0,5.9,7.0,75.0,6.0,60.8,9.0,36.95,8.0,46.95,11.0,47.95,10.0,72.0,199702,199812,156,119,5,0.5,3157,189,0.7628,0.5103,0.5103,2.1379,1.1379,2.1379,1.1379,1.069,0.0,1.0345,0.0,0.1658,0.9523,0.0448,0.9132,0.005,0.0012,0.0052,0.8966,0.6438,0.7931,0.9945,0.9655,0.2164,0.0,0.0
www.xpobusiness.com,http://www.xpobusiness.com,2020_05_20_07_05_12_519,0,7,0,0,1.8,1.2,1.0,4.0,1.0,10,3,0.7143,0.6,19,1,0.95,0.2857000000000000,0.0,1.0,0.0,0.5,3.0,8.0,3.0,7.4,9.5,13.35,11.0,15.15,12.5,19.35,14.0,20.5,201108,201308,88,86,0,0.0,1708,268,0.9773,0.2934,0.2535,2.0139,1.0139,2.2083,1.1944,2.0,0.0278,1.9722,0.3056,0.0591,0.1438,0.1139,0.3427,0.0017,0.0008,0.0028,0.8333,0.7190000000000000,0.9722,0.2109,0.5278,1.9025,0.3333,0.0
www.arvig.net,https://www.arvig.net,2020_05_20_20_08_20_286,0,142,2,0,3.95,1.6325,1.0,5.9,0.5663,28,16,0.1497,0.1928,825,349,0.7027,0.2113,0.0,2.0,0.0,1.0,5.0,183.35,5.0,26.95,11.0,24.0,5.0,29.0,13.0,45.35,10.0,46.95,199906,200407,209,143,0,0.5,3011,2781,0.6842,0.7372,0.5033,3.1264,2.1379,6.0920000000000000,5.1034,0.2989,0.0,2.0115,0.2759,0.0962,0.0984,0.7591,0.8252,0.0006,0.0015,0.0047,0.7011,1.6592,0.0,1.2809,0.6322,2.0161,0.0,0.0
www.tenplus.com,http://www.tenplus.com,2020_05_20_07_38_00_972,0,88,2,0,4.0,1.6754,1.0,49.6,0.7368,57,39,0.6129,0.6842,134,118,0.5317,0.125,0.0,0.45,0.0,0.825,7.5,136.9,6.5,36.25,8.0,42.45,6.0,41.65,11.0,73.7,9.0,64.35,199509,199612,257,221,0,1.0,5898,5580,0.8599,0.0794,0.0794,1.1905,0.1905,1.1905,0.1905,0.9524,0.0,1.1667,0.1667,0.1693,0.9468,0.1124,0.915,0.0042,0.0014,0.005,0.8333,0.8798,0.9524,0.2762,0.8571,0.8001,0.0,0.0
www.vcweb.org,http://www.vcweb.org,2020_05_20_11_27_54_50,0,30,0,0,2.0,1.2,1.0,3.275,0.3667,9,5,0.1139,0.1667,112,22,0.8358,0.3333,0.0,1.35,0.0,0.55,5.0,17.35,7.5,16.0,22.0,44.0,16.5,46.1,25.0,58.35,20.0,60.4,200405,200405,354,342,0,1.0,592,348,0.9661,0.449,0.1566,1.5455,0.4545,2.2727,1.3636,0.9091,0.0,1.4545,0.2727,0.1989,0.4178,0.3244,0.3636,0.002,0.0024,0.0082,0.4545,2.2222,0.9091,0.4395,0.3636,2.7322,0.0,0.0
junglepc.com,https://junglepc.com,2020_05_20_09_45_22_926,0,7,1,0,8.0,4.0,2.0,3.6,0.8,4,4,0.8,0.8,3,5,0.375,0.1429,0.0,0.65,0.0,0.7,2.0,58.45,2.0,33.4,3.5,182.8,4.0,99.8,4.0,221.65,5.0,121.5,201707,200211,23,18,0,1.0,1007,370,0.7826,0.6667,0.5,2.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0495,0.9209,0.0132,0.9427,0.0058,0.0023,0.0082,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
www.stcmb.com,http://www.stcmb.com,2020_05_20_04_56_48_987,0,2,0,0,1.95,1.5,1.5,3.85,1.0,2,2,1.0,1.0,1,1,0.5,0.5,0.5,0.95,0.5,0.95,4.5,5.85,4.5,5.85,12.0,21.9,12.0,21.9,31.0,57.1,31.0,57.1,201510,201601,80,68,0,1.0,1746,1335,0.85,0.5379,0.5379,2.2727,1.2727,2.2727,1.2727,1.0909,0.0909,1.0,0.0909,0.0319,0.355,0.2627,0.7192,0.0009,0.0017,0.004,0.8182,0.8659,0.9091,0.4395,0.8182,0.8659,0.0,0.0
wav11.com,https://wav11.com,2020_05_20_11_25_10_831,0,15,0,0,2.0,1.3,1.0,4.65,0.5,3,3,0.2143,0.3,22,12,0.6471,0.2,0.0,1.0,0.0,3.4,4.0,30.4,6.0,60.8,9.0,62.2,4.0,373.3,11.0,122.7,9.0,551.7,200403,200403,43,34,2,1.0,2051,376,0.7907,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
www.gefnet.com,https://www.gefnet.com,2020_05_21_02_22_35_452,0,29,3,1,6.0,1.8,1.0,2.2,0.4,8,5,0.2667,0.3333,202,66,0.7537,0.1724,0.0,0.0,0.0,0.0,1.0,224.35,2.5,113.4,10.0,98.65,8.0,441.0,29.0,130.0,12.0,533.6,200502,200503,111,94,1,1.0,2986,147,0.8468,0.0833,0.0833,1.0,0.25,1.0,0.25,0.75,0.0,2.25,1.5,0.0146,0.6142,0.3989,0.7033,0.0014,0.0019,0.0128,0.5,1.5,0.75,0.8113,0.25,2.0,0.0,0.0
www.heartlandcommunicationco.com,https://www.heartlandcommunicationco.com,2020_05_20_09_52_00_419,0,14,0,0,1.0,1.0,1.0,82.625,0.8333,10,5,0.9091,0.8333,15,32,0.3191,0.2857000000000000,0.0,6.1,0.0,6.025,10.0,215.3,6.5,153.9,13.0,31.8,8.5,395.35,21.0,40.1,12.0,530.725,201503,201102,27,13,0,1.0,3543,2916,0.4815,0.8489,0.525,3.0,2.0,12.0,11.0,0.5,0.0,1.0,0.0,0.0397,0.5,0.3407,0.7577,0.0024,0.0009,0.0037,0.75,0.8113,0.0,1.0,0.75,0.8113,3.0,0.0
www.sentient-tech.net,http://www.sentient-tech.net,2020_05_20_13_19_18_80,0,2,0,0,1.0,1.0,1.0,3.0,1.0,1,1,1.0,1.0,2,0,1.0,0.5,0.5,0.95,0.5,0.95,2.5,2.95,2.5,2.95,11.0,15.5,11.0,15.5,17.5,26.95,17.5,26.95,200202,200306,30,27,0,1.0,5900,5232,0.9,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4674,0.3125,0.0,0.0,0.0013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
www.thecomputerwizard.info,http://www.thecomputerwizard.info,2020_05_20_09_37_11_153,0,11,3,1,3.0,1.5,1.0,3.3,0.75,3,3,0.1667,0.375,438,48,0.9012,0.6364000000000000,0.0,0.0,0.0,2.0,6.0,76.75,12.0,45.5,4.0,113.0,4.0,69.0,6.0,388.0,7.0,215.0,200905,201003,189,111,1,1.0,3349,509,0.5873,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0286,0.0,0.3002,0.7517,0.3084,0.2257,0.0019,0.0008,0.002,0.9429,0.3731,0.9429,0.3731,0.9143,0.5579,0.0,0.0
www.smartphonesplus.com,http://www.smartphonesplus.com,2020_05_20_05_20_23_209,0,13,0,0,2.0,1.5455,1.5,37.0,0.8182,11,7,0.6875,0.6364,15,18,0.4545,0.2308,0.0,1.0,0.0,1.1,7.0,538.0,7.0,43.4,8.0,22.0,7.0,15.4,14.0,42.2,10.0,26.9,200505,200110,19,15,0,0.0,6242,697,0.7895,0.0126,0.0126,1.9798,0.0404,1.9798,0.0404,1.9394,0.0,0.0505,0.0,0.0294,0.8032,0.0098,0.0303,0.0031,0.0,0.0003,0.9495,0.3578,0.8687,0.6634,0.0,0.2237,0.0,0.0
www.lakeeffectphonerepair.com,https://www.lakeeffectphonerepair.com,2020_05_20_20_10_54_947,0,9,0,0,2.75,1.6667,1.5,6.0,0.5,4,2,0.5,0.3333,6,5,0.5455,0.4444,1.0,3.5,0.0,4.0,19.0,444.0,12.0,475.2,17.0,386.5,17.0,386.6,20.0,480.5,20.0,480.8,201711,201808,4,2,0,1.0,789,605,0.5,0.0429,0.0396,1.101,0.1010000000000000,1.1414,0.1414,0.0404,0.0,0.0606,0.0101,0.0118,0.0264,0.0178,0.0452,0.0001,0.0001,0.0002,0.9293,0.4862,0.0,0.2769,0.0,0.325,0.0404,0.0
www.getcomputercare.com,https://www.getcomputercare.com,2020_05_21_02_29_14_131,0,20,0,0,7.0,2.3636,1.0,3.5,0.4545,4,4,0.3636,0.3636,11,11,0.5,0.05,0.0,0.0,0.0,0.05,3.0,89.9,3.0,93.75,9.0,457.0,9.0,505.45,14.0,878.1,14.0,940.65,201407,201602,39,24,0,1.0,1705,1071,0.6154,0.7701,0.6611,3.9897,3.0,5.9794,4.9897,1.0515,0.0309,0.0722,0.0103,0.0364,0.957,0.0175,0.0308,0.0034,0.0001,0.0002,0.9485,0.4126,0.9588,0.3304,0.0,0.3304,0.0206,0.0
www.sobxtech.com,http://www.sobxtech.com,2020_05_20_07_14_42_872,0,13,1,0,18.0,4.3333,1.0,2.0,0.4444,0,0,0.0,0.0,8,13,0.381,0.2308,0.0,2.0,0.0,0.7,4.0,99.0,3.0,100.9,17.0,102.0,16.0,107.6,35.0,239.0,35.0,227.6,201309,201408,38,22,0,1.0,2257,1617,0.5789,0.0648,0.0438,0.5158,0.1684,0.5474,0.2105,0.0211,0.0,0.5158,0.1684,0.0103,0.0211,0.1385,0.2521,0.0001,0.0001,0.0015,0.0,1.5666,0.0,0.1473,0.0,1.59,0.0421,0.0
www.precisionbs.com,http://www.precisionbs.com,2020_05_20_05_40_57_248,0,106,2,0,16.0,5.25,1.0,642.0,0.8667,50,35,0.3597,0.5833,4478,168,0.9638,0.3868,0.0,1.0,0.0,1.0,1.0,60.75,4.25,65.5,1.0,12.0,5.0,100.75,2.0,17.0,7.5,136.0,200701,200010,1076,752,3,1.0,2507,329,0.6989,0.0417,0.0417,2.0333,0.1333,2.0333,0.1333,0.0333,0.0,1.9667,0.1,0.0077,0.0,0.1628,0.2335,0.0,0.0013,0.0037,0.8333,0.9703,0.0,0.2108,0.7667,1.3055,0.0,0.0
www.easyitguys.com,https://www.easyitguys.com,2020_05_20_20_42_41_87,0,44,5,0,2.65,1.2143,1.0,3.65,0.6786,12,7,0.1446,0.25,1708,205,0.8928,0.3182,0.0,0.0,0.0,0.85,3.0,144.0,5.0,727.15,6.0,10.0,4.5,31.0,8.0,19.0,6.0,75.425,200903,201002,71,51,3,1.0,2670,96,0.7183,0.7475,0.5333,2.35,1.35,4.35,3.35,0.5,0.0,0.2,0.0,0.1835,0.0244,0.0317,0.2,0.0009,0.0002,0.0005,0.65,1.2789,0.0,1.2789,0.0,0.7219,0.0,0.0
