domain,url,ct_timestamp,label,n_bk_dom,n_blog_dom,n_forum_dom,ptile95_contain_hp,mean_contain_hp,med_contain_hp,ptile95_contain_num,r_contain_num_dom,n_contain_hp_num_url,n_contain_hp_num_dom,r_contain_hp_num_url,r_contain_hp_num_dom,n_follow_url,n_nofollow_url,r_follow_url,r_external_domain_to_domain,dom_to_page_url_med,dom_to_page_url_95ptil,dom_to_page_dom_med,dom_to_page_dom_95ptil,link_to_page_url_med,link_to_page_url_95ptil,link_to_page_dom_med,link_to_page_dom_95ptil,page_to_dom_url_med,page_to_dom_url_95ptil,page_to_dom_dom_med,page_to_dom_dom_95ptil,page_to_link_url_med,page_to_link_url_95ptil,page_to_link_dom_med,page_to_link_dom_95ptil,create_date_month,wm_start_date_month,n_rec_total,n_rec_normal,n_num_change,jcd_nl_mode,max_num_days,min_num_days,r_rec_normal,pds_html_con_rep_ratio_mean,pds_html_txt_rep_ratio_mean,pds_html_txt_mjr_sum_mean,pds_html_txt_mjr_rep_mean,pds_html_con_mjr_sum_mean,pds_html_con_mjr_rep_mean,pds_vp_mjr_sum_mean,pds_vp_mjr_rep_mean,pds_fp_mjr_sum_mean,pds_fp_mjr_rep_mean,pds_vp_loc_w_sum_mean,pds_vp_size_w_pct_mean,pds_fp_loc_w_sum_mean,pds_fp_size_w_pct_mean,pds_vp_area_ratio_mean,pds_fp_area_rfp_mean,pds_fp_area_rvp_mean,pds_html_con_mjr_ps_max_ratio,pds_html_con_mjr_ps_en,pds_vp_mjr_ps_max_ratio,pds_vp_mjr_ps_en,pds_fp_mjr_ps_max_ratio,pds_fp_mjr_ps_en,pds_head_sum_mean,pds_title_sum_mean
pogotechsupport.com,https://pogotechsupport.com,2020_10_08_02_28_07_383,1,10,0,0,19.75,8.1667,5.5,15.0,0.5,4,3,0.5,0.5,6,9,0.4,0.0,0.0,0.0,0.0,0.0,5.0,125.7,5.0,106.425,16.0,360.4,13.0,317.2,24.0,376.9,18.5,339.075,201410,201307,51,24,3,0.0,690,284,0.4706,0.7834,0.5540000000000000,2.3448,1.3448,4.931,3.931,1.2759,0.3448,1.1207,0.3103,0.1419,0.8594,0.0543,0.7086,0.0073,0.0024,0.0069999999999999,0.6724,1.3030000000000000,0.569,1.4936,0.5,1.6769,0.8621,0.2759
dlinktechsupport.com,https://dlinktechsupport.com,2020_10_08_02_27_53_779,1,9,0,0,23.5,6.625,2.0,24.85,0.625,5,4,0.5,0.5,2,9,0.1818,0.1111000000000000,0.0,0.5,0.0,0.6,25.0,232.5,11.0,229.0,19.0,895.0,19.0,812.2,28.0,1062.5,28.0,991.2,201501,201303,51,36,4,0.0,788,31,0.7059,0.8387,0.0,0.1837,0.0,6.7653,5.7653,0.0,0.0,0.0612,0.0,0.0,0.0,0.0243,0.0382,0.0,0.0001,0.0002,0.7245,1.564,0.0,0.0,0.0,0.4497,0.4694,0.1224
printers-setups.com,https://printers-setups.com,2020_10_08_01_52_55_200,1,312,158,21,12.75,15.6195,8.0,44.5,0.5657,3,2,0.0077,0.008,1928,243,0.8881,0.516,0.0,4.0,0.0,23.0,1.0,64.5,12.0,482.0,278.0,551.0,51.5,655.0,694.0,1373.0,120.0,1638.15,201905,201912,7,4,0,1.0,297,257,0.5714,0.5,0.5,2.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.6337,1.0,0.0,0.0021,0.0204,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
eprinthelp.com,https://eprinthelp.com,2020_10_08_01_18_59_993,1,55,8,13,3.25,2.0,1.0,21.25,0.25,0,0,0.0,0.0,171,100,0.631,0.3636,0.0,4.0,0.0,23.6,4.0,157.5,8.0,649.4,103.0,731.0,59.0,1033.0,134.0,1055.0,82.0,1332.0,201409,201509,67,51,1,0.0,121,121,0.7612,0.4609,0.4078,2.303,1.5909,2.4091,1.6970000000000000,0.1667,0.0152,1.2727,0.5455,0.0643,0.1515,0.2335,0.7121,0.0007,0.0018,0.0083,0.5,1.9054,0.0,0.7889,0.5303,1.7734,0.1061,0.0
linksysroutersupport247.com,https://linksysroutersupport247.com,2020_10_08_02_55_15_615,1,7,0,0,6.0,4.0,4.0,0.0,0.0,0,0,0.0,0.0,2,7,0.2222,0.0,0.0,0.0,0.0,0.0,7.0,128.8,6.0,90.45,3.0,527.8,3.0,332.5,3.0,560.8,3.0,352.65,201307,201309,73,44,3,0.0,950,116,0.6027,0.7671,0.006,0.1548,0.0119,4.619,3.619,0.0357,0.0,0.0238,0.0,0.0126,0.0357,0.0027,0.0236,0.0002,0.0001,0.0004,0.8095,1.159,0.0,0.2551,0.0,0.1623,0.6429,0.1429
quickensupporthelpnumber.com,https://quickensupporthelpnumber.com,2020_10_08_02_20_59_202,1,18,0,0,34.0,13.8235,3.0,22.8,0.7059,10,6,0.2857,0.3529,20,60,0.25,0.0555999999999999,0.0,0.0,0.0,0.15,12.0,49.9,8.0,110.65,13.0,90.0,9.5,266.4,50.5,112.0,52.0,329.85,201807,201905,41,23,1,1.0,288,236,0.561,0.8126,0.0447,1.2424,0.2222,6.6263,5.6263,0.1010000000000000,0.0,0.3535,0.1212,0.0301,0.0529,0.0982,0.0816,0.0003,0.0002,0.001,0.7677,1.4984,0.0,0.5508,0.0,1.3035,6.2323,0.8687
chawlatechnicalsupport.com,https://chawlatechnicalsupport.com,2020_09_06_06_18_10_757,1,289,24,8,13.8,3.8793,2.0,17.0,0.9409,342,171,0.7935,0.8424,1707,837,0.6710000000000000,0.0969,0.0,0.0,0.0,0.5,5.0,494.0,4.0,42.2,27.0,252.0,20.0,505.0,48.0,432.0,25.5,1076.0,201605,201704,42,41,1,0.0,302,302,0.9762,0.0167,0.025,0.95,0.05,0.95,0.05,0.85,0.0,0.05,0.0,0.1406,0.5439,0.0199,0.0169,0.0014,0.0,0.0001,0.85,0.7476,0.85,0.6098,0.0,0.2864,0.05,0.0
aoltech.supportphone-number.com,http://aoltech.supportphone-number.com,2020_09_06_06_18_02_532,1,316,69,51,10.0,2.3505,1.0,93.35,0.8284,189,81,0.3905,0.3971,3825,1175,0.765,0.2753,0.0,1.0,0.0,6.0,4.0,22.0,5.0,71.75,108.0,916.05,70.0,947.25,121.0,1633.0,115.0,1530.25,201607,201711,31,28,1,0.0,281,30,0.9032,0.4464,0.0,1.6667,0.0,4.0,3.3333,0.3333,0.0,0.6667,0.0,0.1345,0.156,0.1301,0.3333,0.0012,0.0009,0.0021,0.3333,1.585,0.0,0.9183,0.0,0.9183,4.0,0.6667
www.cliqmediastream.com,https://www.cliqmediastream.com,2020_09_06_08_06_58_797,1,1,0,0,3.0,3.0,3.0,5.0,1.0,3,1,0.6,1.0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,19.4,8.0,8.0,14.0,25.8,14.0,14.0,202001,202001,0,0,0,0.0,0,0,0.0,0.5625,0.125,1.25,0.25,2.5,1.5,1.125,0.125,0.75,0.0,0.0817,0.5109,0.1121,0.2712,0.002,0.0006,0.0013,0.75,0.8113,0.875,0.5436,0.625,1.2988,0.0,0.0
garmin-update.site,http://garmin-update.site,2020_09_09_05_00_02_787,1,25,1,0,9.3,2.1562,1.0,6.0,0.8125,25,13,0.3731,0.4062,222,50,0.8162,0.04,0.0,0.0,0.0,0.0,2.0,17.45,2.0,11.0,67.0,114.0,10.0,84.9,71.0,118.0,26.0,92.0,201906,201906,8,8,0,1.0,460,262,1.0,0.8,0.8,5.0,4.0,5.0,4.0,2.0,1.0,2.0,1.0,0.4284,1.0,0.0562,0.8554,0.0128,0.0017,0.0132,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
guruaid.com,https://guruaid.com,2020_09_06_06_18_02_719,1,44,0,0,23.2,5.88,3.0,4.6,0.36,1,1,0.0263,0.04,16,111,0.126,0.1818,0.0,1.0,0.0,1.85,8.0,188.9,5.0,97.625,18.0,103.7,7.0,709.1,42.0,140.5,11.0,906.4,201101,201101,304,244,3,1.0,1869,182,0.8026,0.3333,0.3333,2.0,1.0,2.0,1.0,0.0588,0.0,0.1765,0.0,0.0277,0.0588,0.0032,0.1765,0.0009,0.0003,0.0009,1.0,0.0,0.0,0.3228,0.0,0.6723,0.0,0.0
customer-helpnumber.ca,https://customer-helpnumber.ca,2020_09_06_07_11_45_603,1,3,0,0,2.0,2.0,2.0,28.5,0.5,0,0,0.0,0.0,2,1,0.6667,0.0,0.0,0.0,0.0,0.0,1.0,3.7,1.0,3.7,3.0,45.3,3.0,45.3,3.0,60.6,3.0,60.6,201802,201803,115,112,2,0.0,492,203,0.9739,0.5287,0.4597,2.7534,1.8767,3.8767,2.9863,0.7123,0.0,1.3288,0.4932,0.3042,0.7055,0.2917,0.6619,0.0088,0.0031,0.0101,0.2192,3.3959,0.7123,0.8657,0.0,2.5715,0.9863,0.6575
customersupporthelpline.com,https://customersupporthelpline.com,2020_09_06_06_21_51_567,1,11,1,0,2.7,1.5714,1.0,120.95,0.5714,1,1,0.1,0.1429,3,18,0.1429,0.1818,0.0,1.0,0.0,1.0,75.0,223.0,6.0,111.25,98.0,118.0,96.5,588.5,125.0,165.0,125.0,768.0,201808,201310,24,10,2,1.0,2165,30,0.4167,0.7509,0.6204,2.7374,1.7374,5.5455,4.5455,1.0303,0.0101,1.0909,0.0505,0.0344,0.8227,0.0352,0.8389,0.0025,0.0005,0.0034,0.4343,1.7412,0.8485,0.8696,0.9091,0.6594,3.5354,0.7273
customerservicenumber247.com,http://customerservicenumber247.com,2020_09_09_03_27_41_512,1,9,0,0,26.4,9.0,3.0,122.6,0.6,0,0,0.0,0.0,14,9,0.6087,0.3333,0.0,1.0,0.0,1.6,12.0,383.5,45.0,529.6,3.0,517.0,47.0,782.6,19.0,553.0,55.0,990.4,201812,201905,5,3,1,1.0,484,13,0.6,0.4695,0.2014,1.4388,0.4286,3.2551,2.2551,1.051,0.2041,0.8265,0.1429,0.3244,0.5065,0.1371,0.4724,0.0037,0.0007,0.0045,0.5612,1.477,0.5816,1.6462,0.4898,1.8576,1.2551,0.3980000000000000
www.callsupportnumber.com,http://www.callsupportnumber.com,2020_09_06_06_19_33_750,1,541,132,130,1213.15,167.8625,42.0,79.0,0.6406,223,88,0.3115,0.275,4834,166,0.9668,0.4177,0.0,1.0,0.0,17.5,4.0,46.0,6.0,307.0,29.0,902.05,74.0,718.0,83.0,1603.1,222.0,1377.0,201703,201705,42,27,4,0.0,414,125,0.6429,0.5856,0.4048,2.9091,1.8864,5.5682,4.5455,1.9318,0.9318,2.7386,0.0455,0.3107,0.9104,0.7869,0.7196,0.0043,0.0006,0.0069,0.1705,4.8844,0.9318,0.3591,0.0,4.9623,3.5227,0.8636
123hpco.com,https://123hpco.com,2020_09_18_17_28_07_837,1,5,3,0,19.1,8.1667,2.0,0.0,0.0,0,0,0.0,0.0,14,1,0.9333,0.4,0.0,1.0,0.0,0.8,9.0,28.2,9.0,45.0,2.0,195.3,167.0,195.8,33.0,454.6,204.0,455.6,201706,201802,2,1,0,0.0,958,0,0.5,0.0764,0.0764,1.5833,0.1667,1.5833,0.1667,1.3333,0.125,1.4375,0.125,0.1355,0.9729,0.1926,0.9167,0.016,0.0024,0.0183,0.4375,1.5394,0.6667,1.6156,0.3958,1.9648,0.0,0.0
www.foroebooks.net,https://www.foroebooks.net,2020_09_09_04_55_07_371,1,25,2,0,3.7,2.3704,1.0,14.05,0.8519,52,23,0.9123,0.8519,107,20,0.8425,0.12,0.0,0.0,0.0,0.8,3.0,19.7,4.0,9.8,54.0,107.7,18.0,96.2,55.0,117.0,20.0,108.0,201805,201101,41,32,0,0.0,650,0,0.7805,0.0051,0.0,1.0,0.0,1.0202,0.0202,2.3939,1.2121,2.6869,1.6768,0.5092,0.9469,0.514,0.9222,0.0162,0.0021,0.011,0.9899,0.0815,0.2828,3.6718,0.2929,2.899,0.0303,0.0
www.hewlett-packard-support.us,https://www.hewlett-packard-support.us,2020_09_09_05_01_44_56,1,37,11,3,3.0,1.8095,2.0,2.0,0.4286,21,8,0.3889,0.381,115,156,0.4244,0.2432,0.0,0.5,0.0,1.0,25.0,65.0,4.0,38.2,4.0,24.0,5.0,517.6,11.0,32.0,11.0,769.6,202001,202001,0,0,0,0.0,0,0,0.0,0.5,0.5834,2.5,1.5,2.5,1.5,2.5,1.5,3.0,2.0,0.7037,1.0,0.4865,0.75,0.0106,0.0054,0.0121,0.5,1.0,0.5,1.0,1.0,0.0,0.5,0.5
www.roku-com-link.xyz,https://www.roku-com-link.xyz,2020_09_09_04_47_07_211,1,192,116,17,2.0,1.1738,1.0,11.85,0.8354,145,120,0.6651,0.7317,331,192,0.6329,0.3802,0.0,3.0,0.0,4.0,14.0,329.4,13.0,737.0,20.0,105.0,21.0,186.0,26.0,410.9,54.5,518.45,202001,202001,0,0,0,0.0,0,0,0.0,0.6037,0.1707,1.3415,0.3415,3.1951,2.1951,1.0,0.0,0.4634,0.1463,0.0329,0.1226,0.1133,0.2929,0.0013,0.0004,0.0017,0.6585,1.2677,1.0,0.0,0.0,1.2169,0.5122,0.0
computer360.net,https://computer360.net,2020_09_09_03_04_39_465,1,24,0,0,19.0,7.5,5.0,3.25,0.3125,2,2,0.1,0.125,5,29,0.1471,0.1667000000000000,0.0,1.35,0.0,1.85,7.0,58.45,2.0,45.1,11.0,2101.75,7.5,2134.25,14.0,2853.7,11.0,2894.7,201407,201012,50,12,3,0.0,596,85,0.24,0.6083,0.6083,2.7,1.7,2.7,1.7,1.3,0.3,0.6,0.0,0.1802,0.9851,0.1063,0.6,0.0054,0.0008,0.0028,0.5,1.361,0.7,0.8813,0.6,0.971,0.0,0.0
delltechnicalsupportphonenumber.weebly.com,http://delltechnicalsupportphonenumber.weebly.com,2020_09_09_02_55_13_653,1,1,0,0,1.0,1.0,1.0,152.0,1.0,1,1,1.0,1.0,0,1,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,105.0,105.0,105.0,105.0,146.0,146.0,146.0,146.0,202001,202001,0,0,0,0.0,0,0,0.0,0.7903,0.5049,3.4762,2.4524,8.1429,7.0952,0.5714,0.0238,2.9286,2.0476,0.0938,0.3923,0.7178,0.7586,0.0046,0.0031,0.018,0.1667,4.1062,0.4524,1.4357,0.2143,3.3061,3.2857,0.9286
contact-mailsupport.com,https://contact-mailsupport.com,2020_09_18_18_09_50_642,1,3,0,0,2.0,2.0,2.0,0.0,0.0,0,0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.9,9.0,18.9,103.0,148.9,103.0,148.9,104.0,154.4,104.0,154.4,201908,201909,3,3,0,0.0,291,89,1.0,0.5519,0.1296,1.3333,0.3333,2.4444,1.4444,1.0556,0.0556,1.1667,0.1667,0.0626,0.3401,0.0652,0.1967,0.0017,0.0004,0.0019,0.7778,1.0975,0.8889,0.6144,0.7778,0.9445,0.2778,0.1667
customersupportphonenumber.co,http://customersupportphonenumber.co,2020_09_09_04_28_25_96,1,4,0,0,2.85,2.0,2.0,133.7,0.5,0,0,0.0,0.0,4,3,0.5714,0.5,0.0,1.0,0.0,0.85,4.0,45.2,3.75,53.3,9.0,222.6,77.5,247.8,10.0,265.7,106.5,291.35,201904,202005,5,3,0,0.0,0,0,0.6,0.4243,0.0,0.6364,0.0,1.9091,1.2727,0.0,0.0,0.0909,0.0,0.0,0.0,0.0156,0.0909,0.0,0.0001,0.0003,0.0,1.8676,0.0,0.0,0.0,0.4395,1.9091,0.6364
www.zeniusgroup.com,https://www.zeniusgroup.com,2020_09_06_08_27_57_770,1,122,21,3,92.65,18.4954,1.0,88.0,0.4907,20,9,0.1031,0.0833,4890,110,0.978,0.4098000000000000,0.0,0.0,0.0,4.0,1.0,14.0,8.5,144.7,3.0,49.0,11.0,298.0,3.0,82.0,22.0,1123.1,201809,201901,10,7,2,0.0,251,81,0.7,0.4991,0.4991,2.0408,1.0408,2.0408,1.0408,1.0612,0.0612,1.0714,0.051,0.0378,0.9993,0.0421,1.0,0.0033,0.0048,0.0065,0.9694,0.246,0.9796,0.1641,0.9592,0.3277,1.0,1.0
321setuphp.blogspot.com,http://321setuphp.blogspot.com,2020_09_09_02_55_13_695,1,1,0,0,2.0,2.0,2.0,152.0,1.0,1,1,1.0,1.0,0,1,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,105.0,105.0,105.0,105.0,146.0,146.0,146.0,146.0,202001,202001,0,0,0,0.0,0,0,0.0,0.3746,0.3735,9.2222,8.6667,9.2593,8.7037,0.9259,0.3333,7.8148,7.1852,0.2624,0.4574,2.2157,0.4285,0.0021,0.0013,0.0195,0.0,2.8445,0.0,1.817,0.0,3.4299,0.037,0.0
allprintersupports.com,http://allprintersupports.com,2020_09_09_03_36_22_392,1,4,1,0,13.05,4.75,1.5,4.4,0.5,1,1,0.25,0.25,2,2,0.5,0.0,0.0,0.0,0.0,0.0,5.0,212.0,5.0,212.0,14.0,569.5,14.0,569.5,22.5,712.8,22.5,712.8,201904,201907,7,7,1,1.0,374,34,1.0,0.5540000000000000,0.4548,3.1,2.1,4.3,3.3,1.5,0.5,2.2,1.2,0.173,0.1916,0.4196,0.877,0.0045,0.003,0.0081,0.4,2.3219,0.5,1.361,0.5,1.761,2.2,0.0
www.printer-techsupport.com,http://www.printer-techsupport.com,2020_09_09_05_17_03_710,1,71,8,6,16.25,6.0909,4.0,39.475,0.5227,30,19,0.3947,0.4318,93,272,0.2548,0.1408,0.0,1.0,0.0,1.5,2.0,75.8,3.0,29.5,18.0,46.0,3.0,17.0,36.0,83.0,9.0,50.0,201401,201502,69,51,7,0.0,777,2,0.7391,0.8024,0.1439,1.0227,0.3182,5.5341,4.5341,0.0227,0.0,0.2386,0.0,0.0015,0.0168,0.0523,0.1761,0.0001,0.0002,0.0009,0.5114,1.9376,0.0,0.1565,0.0,0.7928,1.125,0.2273
getcustomerservices.com,https://getcustomerservices.com,2020_09_06_06_28_28_46,1,9,1,0,18.8,9.1429,8.0,1.0,0.2857,0,0,0.0,0.0,5,5,0.5,0.0,0.0,0.0,0.0,0.0,2.0,22.75,2.0,24.0,7.0,18.75,7.0,19.0,10.0,55.95,12.0,57.4,201707,201802,10,6,0,0.0,0,0,0.6,0.377,0.2679,1.5357,1.0714,3.8571,3.3929,0.4643,0.0,0.25,0.0,0.1667,0.4643,0.0158,0.25,0.0088,0.0009,0.0051,0.0,2.5446,0.0,2.5446,0.0,1.5131,2.3214,0.4643
contactcallsupport.com,https://contactcallsupport.com,2020_09_18_16_55_04_458,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201909,201911,9,4,0,1.0,331,313,0.4444,0.6524,0.5119,2.7,1.7,4.8,3.8,1.8,0.8,0.9,0.0,0.2777,0.8025,0.3795,0.3148,0.0038,0.0003,0.0016,0.3,2.6464,0.8,0.7219,0.0,2.5219,2.8,0.7
www.mail-customerservice.com,http://www.mail-customerservice.com,2020_09_06_06_18_02_532,1,365,49,88,2.0,1.6039,1.0,3.0,0.2581,56,34,0.133,0.1219,1976,255,0.8857,0.0904,0.0,0.0,0.0,1.0,30.0,60.0,2.0,37.0,10.0,21.5,7.0,32.0,11.0,30.0,10.0,57.8,201603,201705,59,23,2,1.0,330,54,0.3898,0.5537,0.0714,1.1587,0.1587,2.6905,1.6905,1.0,0.0,0.9841,0.0238,0.0554,1.0,0.0203,0.943,0.0058,0.0011,0.0049,0.8333,0.9235,1.0,0.0,0.9365,0.4018,0.7143,0.1349
redcomit.com,https://redcomit.com,2020_09_09_05_00_59_503,1,2,1,0,1.95,1.5,1.5,7.6,0.5,2,1,0.6667,0.5,1,2,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.5,0.95,19.0,19.0,13.0,18.4,26.0,26.0,16.5,25.05,201807,201309,6,5,0,0.0,2563,0,0.8333,0.5175,0.0526,1.1053,0.1053,2.1053,1.1053,0.0,0.0,0.1053,0.0,0.0,0.0,0.0306,0.0553,0.0,0.0001,0.0004,0.8947,0.4855,0.0,0.0,0.0,0.4855,0.0,0.0
canonprintersupport247.com,http://canonprintersupport247.com,2020_09_09_03_02_11_295,1,13,1,0,14.0,4.0,2.0,120.0,0.7778,0,0,0.0,0.0,2,156,0.0127,0.3077,0.0,1.0,0.0,1.8,135.0,1983.35,6.0,142.2,100.0,105.0,100.0,480.0,135.0,150.0,128.0,646.4,201809,202005,7,2,1,0.0,86,35,0.2857,0.8446,0.8179,6.0408,5.0408,8.0612,7.0612,3.3571,2.3571,2.9592,1.9388,0.5693,0.8484,0.5199,0.8312,0.0082,0.0022,0.0081,0.3878,2.2683,0.5408,1.2263,0.4184,2.1974,2.4082,0.602
rokudevicesupportnumber.site123.me,https://rokudevicesupportnumber.site123.me,2020_09_09_05_09_09_606,1,1,0,0,1.0,1.0,1.0,4.0,1.0,2,1,1.0,1.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,1.0,1.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,202001,202001,0,0,0,0.0,0,0,0.0,0.8403,0.5765,3.8235,2.8235,14.6471,13.6471,0.0588,0.0,0.2353,0.0,0.0135,0.0027,0.0904,0.0337,0.0001,0.0003,0.0004,0.7647,1.1401,0.0,0.3228,0.0,0.978,8.0,1.0
webologixsolutions.com,https://webologixsolutions.com,2020_09_06_07_07_17_580,1,33,0,0,2.0,2.0,2.0,0.0,0.0,0,0,0.0,0.0,2,32,0.0588,0.4848,0.0,2.0,0.0,1.7,415.0,712.4,441.0,715.6,832.0,832.0,832.0,832.0,1092.0,1093.0,1092.0,1093.0,202001,202001,0,0,0,0.0,0,0,0.0,0.625,0.625,2.8,1.8,2.8,1.8,1.0,0.0,2.4,1.4,0.0242,0.9442,0.2218,1.0,0.0061,0.0079,0.0459,0.6,1.2955,1.0,0.0,0.5,1.6855,0.0,0.0
antivirusactivationhelpline.com,https://antivirusactivationhelpline.com,2020_09_09_04_54_10_476,1,83,31,2,4.0,3.5156,2.0,35.05,0.75,47,35,0.5402,0.5469,37,79,0.319,0.5301,0.0,74.5,1.0,82.6,6.5,3217.5,7.0,1702.2,13.5,814.0,17.0,814.0,21.5,1040.0,44.0,1040.0,202001,202001,0,0,0,0.0,0,0,0.0,0.308,0.3036,1.2321,0.6071,1.2679,0.6429,0.9107,0.1071,2.0,1.0893,0.2633,0.3245,0.5485,0.7489,0.0042,0.0017,0.0069,0.5893,1.1876,0.7679,0.9255,0.4821,1.7157,0.0536,0.0179
vsupport24.com,https://vsupport24.com,2020_09_18_17_29_26_592,1,16,0,0,9.0,3.7778,2.0,9.6,0.2222,6,2,0.4615,0.2222,4,22,0.1538,0.0,0.0,0.0,0.0,0.0,58.0,549.25,3.5,130.25,92.0,219.0,14.5,444.25,126.0,394.25,21.5,646.75,201304,201307,101,79,1,1.0,1903,728,0.7822,0.4145,0.3884,3.9691,3.4124,4.6907,4.1134,1.0,0.3814,3.1134,2.4227,0.2741,0.5206,0.6985,0.5699,0.0068,0.0036,0.013,0.0,3.51,0.0,1.97,0.0,3.8968,0.6082,0.4124
contactsupportteam.com,https://contactsupportteam.com,2020_09_18_16_57_42_981,1,2,0,0,2.95,2.5,2.5,0.0,0.0,0,0,0.0,0.0,0,2,0.0,0.5,1.0,1.9,1.0,1.9,8.5,13.45,8.5,13.45,9.0,13.5,9.0,13.5,12.0,18.3,12.0,18.3,201909,201910,10,4,0,0.0,292,34,0.4,0.4077,0.1782,2.2778,0.8333,4.5,3.1111,1.8889,0.0,1.7778,0.1111,0.3096,0.897,0.6134,0.4813,0.004,0.0006,0.004,0.1667,3.6416,0.8889,0.5033,0.0,3.5249,3.1111,0.7778
yahoo.supportnumbercanada.ca,https://yahoo.supportnumbercanada.ca,2020_09_06_08_28_37_470,1,33,8,0,3.0,1.2632,1.0,5.1,0.8947,33,14,0.7674,0.7368,142,25,0.8503,0.3333,0.0,1.0,0.0,2.4,6.0,40.5,6.0,57.2,6.0,16.4,5.0,26.8,7.0,31.1,6.0,61.6,201606,201610,540,35,3,0.0,491,90,0.0648,0.6681,0.6568,3.5,2.5,3.8333,2.8333,2.3333,1.3333,2.0,1.0,0.6075,1.0,0.4738,0.8123,0.0327,0.0039,0.0098,0.3333,1.9183,0.5,1.4591,0.5,1.4591,0.3333,0.3333
www.instatechexperts.com,https://www.instatechexperts.com,2020_09_06_07_53_52_974,1,204,17,28,7.25,2.9224,1.0,16.25,0.5948,113,53,0.4892,0.4569,495,219,0.6933,0.1176,0.0,0.0,0.0,1.0,5.0,35.7,4.0,67.55,15.0,107.0,6.0,113.85,19.0,127.0,9.0,128.85,201604,201605,57,37,0,0.0,1004,580,0.6491,0.797,0.7048,4.1106,3.1206,5.9598,4.9698,1.0955,0.0854,1.8241,0.9347,0.1553,0.9726,0.5684,0.5788,0.0056,0.0015,0.0103,0.3869,2.7128,0.8844,0.6399,0.3216,2.6221,1.598,0.7286
www.antivirussupporthelpdesk.com,https://www.antivirussupporthelpdesk.com,2020_09_06_07_10_55_979,1,499,86,169,9.0,2.7627,2.0,26.4,0.7614,430,250,0.5053,0.6702,2220,697,0.7611,0.1363000000000000,0.0,1.0,0.0,2.0,4.0,79.4,3.0,89.55,14.0,215.0,8.0,481.0,21.0,519.2,13.0,1037.7,201710,201710,60,21,0,1.0,1067,1048,0.35,0.7925,0.706,3.8571,2.8571,5.7857,4.7857,1.0714,0.2857,2.5,1.5,0.1602,0.7161,0.6566,0.8755,0.0054,0.0022,0.0116,0.2857,2.6106,0.5,1.4926,0.3571,2.3527,1.7857,0.2143
www.concontactos.com,https://www.concontactos.com,2020_09_06_07_13_59_179,1,29,1,0,2.0,1.1667,1.0,6.25,0.6667,0,0,0.0,0.0,1120,25,0.9782,0.1724,0.0,0.0,0.0,0.6,2.0,552.0,5.0,32.8,36.0,47.0,6.0,36.8,111.0,122.0,13.0,115.0,201912,200410,275,267,0,0.0,0,0,0.9709,0.2483,0.1428,0.9394,0.5657,2.0707,1.6869,0.0707,0.0,0.6566,0.3636,0.0139999999999999,0.057,0.1943,0.1701,0.0006,0.0004,0.0025,0.0,2.2307,0.0,0.3686,0.0,1.5147,0.8889,0.1919
call-support-number.com,https://call-support-number.com,2020_09_18_16_59_12_798,1,7,1,0,3.0,2.3333,2.5,5.25,0.1667,0,0,0.0,0.0,1,16,0.0588,0.0,0.0,0.0,0.0,0.0,12.0,49.8,8.0,21.9,23.0,363.0,9.0,813.0,34.0,460.2,12.0,1020.7,201806,201904,227,8,0,1.0,170,168,0.0352,0.6681,0.4362,2.8333,1.8333,6.3333,5.3333,1.9167,0.9167,1.8333,0.0833,0.3499,0.9402,0.6352,0.3286,0.0047,0.0005,0.0035,0.1667,3.9183,0.9167,0.4138,0.0,3.7662,3.3333,0.8333
technicalarmy.com,https://technicalarmy.com,2020_09_06_14_52_15_479,1,15,0,0,7.2,3.7,3.5,7.8,0.6,5,2,0.5,0.4,9,20,0.3103,0.0666999999999999,0.0,0.0,0.0,0.0,4.0,8.6,3.5,7.45,7.0,23.0,11.0,23.25,9.0,99.6,45.0,109.8,201705,201707,58,28,0,1.0,1134,484,0.4828,0.8385,0.823,6.8372,5.8372,7.5116,6.5116,2.8605,1.8372,3.7209,2.7209,0.4911,0.9684,0.8195,0.9126,0.0142,0.0068,0.0179,0.186,3.3999,0.3256,2.8560000000000000,0.2093,3.3632,1.3023,0.7442
